epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,11008.2,2.11579,1.89897,2.91567,0.79215,0.56328,0.63286,0.39045,3.28815,3.04858,3.87475,3.9264e-05,3.9264e-05,3.9264e-05
180,11069.6,2.13244,1.94656,2.94074,0.79886,0.56236,0.63288,0.39025,3.29001,3.05582,3.88229,3.66877e-05,3.66877e-05,3.66877e-05
181,11130.7,2.1414,1.96373,2.93739,0.78518,0.56207,0.63275,0.39052,3.28718,3.06329,3.88444,3.4227e-05,3.4227e-05,3.4227e-05
182,11192,2.09417,1.90297,2.91005,0.78811,0.56498,0.634,0.39068,3.28752,3.05518,3.88568,3.18825e-05,3.18825e-05,3.18825e-05
183,11253.2,2.0888,1.87615,2.90024,0.78323,0.56225,0.63263,0.39021,3.28394,3.05891,3.88431,2.96546e-05,2.96546e-05,2.96546e-05
184,11314.5,2.09522,1.88854,2.89358,0.77921,0.56438,0.6323,0.38988,3.28702,3.05903,3.88311,2.75441e-05,2.75441e-05,2.75441e-05
185,11375.9,2.10775,1.92763,2.91003,0.77726,0.56471,0.63206,0.38923,3.28728,3.06058,3.8834,2.55513e-05,2.55513e-05,2.55513e-05
186,11437.4,2.15164,1.96777,2.95407,0.78026,0.56283,0.63208,0.38947,3.28774,3.05632,3.8856,2.36769e-05,2.36769e-05,2.36769e-05
187,11498.6,2.10597,1.92244,2.91971,0.76438,0.57079,0.63242,0.39033,3.28884,3.05944,3.88743,2.19212e-05,2.19212e-05,2.19212e-05
188,11560,2.0952,1.91402,2.90284,0.75849,0.57191,0.63342,0.39073,3.28762,3.06537,3.88874,2.02847e-05,2.02847e-05,2.02847e-05
189,11621.2,2.06771,1.85366,2.87105,0.7551,0.57431,0.63245,0.39025,3.28475,3.06565,3.88657,1.87678e-05,1.87678e-05,1.87678e-05
190,11682.6,2.12328,1.94497,2.94312,0.76581,0.57217,0.63201,0.38998,3.28506,3.06719,3.8863,1.73709e-05,1.73709e-05,1.73709e-05
191,11762.4,1.65135,1.09066,2.50128,0.76601,0.56832,0.63189,0.38948,3.28441,3.04154,3.88098,1.60943e-05,1.60943e-05,1.60943e-05
192,11823.6,1.64885,1.07451,2.50586,0.78301,0.55913,0.63174,0.38956,3.27976,3.02949,3.87519,1.49383e-05,1.49383e-05,1.49383e-05
193,11884.9,1.65738,1.06768,2.50539,0.78188,0.55954,0.63208,0.38955,3.27978,3.01423,3.87444,1.39032e-05,1.39032e-05,1.39032e-05
194,11946,1.65512,1.06044,2.50534,0.79484,0.55368,0.6317,0.38961,3.28064,2.9982,3.87484,1.29893e-05,1.29893e-05,1.29893e-05
195,12007.2,1.65156,1.06179,2.50554,0.79099,0.55489,0.63124,0.38869,3.279,2.9983,3.87475,1.21968e-05,1.21968e-05,1.21968e-05
196,12068.3,1.63551,1.06247,2.49295,0.78848,0.55686,0.63138,0.38956,3.27515,3.00595,3.8746,1.15259e-05,1.15259e-05,1.15259e-05
197,12129.6,1.64404,1.05902,2.49676,0.78978,0.55729,0.63196,0.38938,3.27523,3.00265,3.87653,1.09768e-05,1.09768e-05,1.09768e-05
198,12190.8,1.65006,1.03958,2.49316,0.79434,0.55936,0.63387,0.39006,3.27489,2.99891,3.87438,1.05495e-05,1.05495e-05,1.05495e-05
199,12251.8,1.64608,1.04674,2.49417,0.78942,0.56111,0.63384,0.39057,3.27754,2.99396,3.88054,1.02443e-05,1.02443e-05,1.02443e-05
200,12313.1,1.63026,1.02763,2.48479,0.79095,0.56344,0.63374,0.39044,3.27752,2.99556,3.88337,1.00611e-05,1.00611e-05,1.00611e-05
